,GeoType,GeoName,discuss,discussOppose,reducetax,reducetaxOppose,CO2limits,CO2limitsOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,supportRPS,supportRPSOppose,drilloffshore,drilloffshoreOppose,drillANWR,drillANWROppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,gwvoteimp,gwvoteimpOppose,teachGW,teachGWOppose,priority,priorityOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmUS,harmUSOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose,Areaname,LND010200D,isCounty,POP,totalvotes,other_votes,democrat_votes,republican_votes,republican_pct,vote_color,PopDensity (pop/sq mi),%Democrat,%Republican,Abs_Difference,Political_Affiliation
1021,County,"Chilton County, Alabama",25.121,74.774,55.093,43.898,55.706,43.812,44.23,18.587,43.32,19.05,47.28,24.955,49.332,16.654,58.607,13.082,52.097,15.423,65.842,33.539,53.82,45.862,66.514,32.033,38.039,60.14,79.956,19.565,76.818,22.316,19.838,79.768,46.368,41.528,66.873,33.073,37.359,34.928000000000004,56.115,21.085,45.575,41.317,39.074,31.657,47.737,52.261,33.714,54.396,50.364,37.819,52.555,30.956,56.34,29.945,57.572,29.073,44.958,55.042,47.292,8.459,"Chilton, AL",700.76,True,44428.0,18369.0,377.0,2911.0,15081.0,0.821,red,63.39973742793538,15.847351516141325,82.10027764167891,66.25292612553758,Repub
1023,County,"Choctaw County, Alabama",26.922,73.01,65.233,32.99,64.733,34.201,53.721,13.643,51.87600000000001,13.94,56.914,17.336,58.291,10.682,65.891,10.289,59.718,11.642,71.619,26.997,61.545,38.153,61.085,37.081,34.511,63.847,83.2,15.962,79.618,19.352,17.96,81.247,52.62600000000001,36.578,76.368,23.414,47.913,23.031,65.971,11.365,50.885,38.688,44.63399999999999,24.438,57.18899999999999,42.76,40.958,43.657,57.16,27.485,59.417,20.983,62.091,19.908,64.132,19.109,54.839,45.16,56.245,6.053,"Choctaw, AL",920.85,True,12589.0,7292.0,77.0,3109.0,4106.0,0.5631,red,13.671064777108107,42.63576522216127,56.30828304991772,13.672517827756451,Repub
1025,County,"Clarke County, Alabama",23.845,76.104,63.139,34.51,60.023,38.583,53.092,13.877,50.777,14.499,54.609,18.269,56.795,11.283,64.293,10.445,57.185,12.17,70.33800000000001,28.411,60.585,39.226,63.605,34.551,36.166,62.459,82.113,17.137999999999998,78.899,20.014,15.617,83.46,51.276,38.535,75.854,23.871,44.82,23.781,62.474,12.053,47.898,40.79,40.441,25.842,54.955,45.028,38.697,43.495,54.731,27.786,57.21100000000001,21.275,59.719,20.379,61.359,20.242,52.719,47.282,52.797,6.299,"Clarke, AL",1252.51,True,23622.0,13031.0,142.0,5749.0,7140.0,0.5479,red,18.859729662837022,44.11787276494513,54.79241807996317,10.674545315018037,Repub
1027,County,"Clay County, Alabama",23.082,76.835,54.102,44.525,54.408,44.642,43.834,19.502,42.404,20.196,45.909,26.207,47.70399999999999,17.291,57.299,14.05,50.854,16.595,65.142,33.926,53.146,46.525,67.44,30.987,40.639,57.337,78.727,20.745,75.71600000000002,23.301,17.852999999999994,81.502,43.342,44.893,65.866,33.856,36.506,35.128,54.66,20.977,43.25,44.82899999999999,35.977,33.222,46.736,53.202,31.949,54.232,47.603,38.707,50.192,31.407,53.944,29.909,55.074,29.511,44.20399999999999,55.797,45.50100000000001,8.729,"Clay, AL",606.0,True,13235.0,6624.0,142.0,1237.0,5245.0,0.7918,red,21.839933993399335,18.67451690821256,79.18176328502415,60.50724637681159,Repub
1029,County,"Cleburne County, Alabama",26.379,73.48899999999998,53.085,46.239,55.767,44.026,43.04,19.8,44.473,18.878,48.121,25.583,49.792,17.156,58.88800000000001,13.353,52.863,15.651,66.29,33.279,52.585,46.507,61.37600000000001,37.19,34.661,63.352,79.501,19.687,76.403,22.543000000000006,21.427,78.46300000000002,50.587,36.825,65.135,34.762,40.069,32.71,57.483,20.658,47.155,39.918,43.226000000000006,29.86,49.62300000000001,50.279,32.509,56.262,50.227,38.704,53.052,31.209,57.681,28.937,58.345,28.122,45.325,54.676,46.238,8.783999999999999,"Cleburne, AL",561.02,True,14910.0,6593.0,145.0,684.0,5764.0,0.8743,red,26.576592634843678,10.37463976945245,87.42605794023964,77.0514181707872,Repub
1031,County,"Coffee County, Alabama",26.06,73.89,55.154,43.684,55.81399999999999,43.555,45.609,18.433,44.893,19.307,49.304,25.704,50.162,16.546,61.038,13.04,54.61600000000001,15.305,65.627,33.81,55.738,44.173,67.081,31.623,38.871,59.506,80.104,19.646,76.766,22.585,20.31,79.056,45.923,42.917,67.46300000000001,32.389,37.86,33.722,59.04,19.772,44.967,42.541,38.788,33.221,47.768,52.288,33.562,54.435,50.332,37.795,53.727,29.485,56.775,29.773000000000003,58.31,28.647,45.78100000000001,54.219,48.418,8.298,"Coffee, AL",680.48,True,52342.0,20767.0,671.0,4221.0,15875.0,0.7644,red,76.9192334822478,20.325516444358836,76.44339577213849,56.11787932777965,Repub
1033,County,"Colbert County, Alabama",24.933000000000003,75.002,57.78,40.257,56.057,42.89100000000001,47.882,17.276,45.74,18.423,51.32899999999999,22.805,50.525,14.925,63.234,12.045,55.344,14.389,68.751,30.42,57.735,42.20399999999999,67.04899999999999,31.74,38.589,60.455,81.994,17.598,78.765,20.404,18.307,80.893,47.428,42.518,69.852,30.026,40.377,30.382,61.486,17.119,46.542,42.536,39.893,31.484,50.392,49.598,34.025,52.379,50.229,36.115,54.442,27.074,59.017,25.003,59.977,24.971,47.393,52.608,50.178,8.011000000000001,"Colbert, AL",623.61,True,55241.0,24915.0,857.0,7312.0,16746.0,0.6721,red,88.58260771956832,29.34778246036524,67.21252257676099,37.86474011639575,Repub
1035,County,"Conecuh County, Alabama",23.513,76.437,64.685,33.087,62.57100000000001,35.934,53.608,13.978,50.612,14.68,55.217,17.680999999999994,56.7,11.041,64.253,10.723,57.422,12.428,70.781,27.712,61.527,38.306,64.803,33.305,37.836,60.614,82.559,16.695,79.13,19.786,15.299,83.729,49.219,40.471,75.801,23.811,44.57,23.58,62.348,11.763,48.39,41.50100000000001,40.279,26.113000000000003,54.42,45.599,38.987,42.672,54.228,27.686,56.494,21.133000000000006,58.726000000000006,20.353,60.724,20.018,52.878,47.122,54.71,6.249,"Conecuh, AL",852.51,True,12067.0,6585.0,85.0,3080.0,3420.0,0.5194,purple,14.154672672461322,46.77296886864085,51.93621867881549,5.163249810174641,Repub
1037,County,"Coosa County, Alabama",25.151,74.771,60.92,37.464,60.162,38.88800000000001,49.782,15.455,47.572,16.299,52.51600000000001,20.505,54.287,12.812,62.976000000000006,11.459,56.519,13.169,68.921,29.943,58.408,41.512,65.01899999999999,33.311,37.657,60.816,81.873,17.55,77.988,21.165,17.995,81.273,48.761,40.287,72.661,27.184,42.484,27.705,61.468,14.48,47.515,41.339,40.381,27.756,52.629,47.315,37.414,47.803,53.617,31.492,55.721,24.714,58.839,23.702,60.636,22.94,50.456,49.544,51.869,6.975,"Coosa, AL",666.36,True,10663.0,5252.0,89.0,1782.0,3381.0,0.6438,red,16.00186085599376,33.92993145468393,64.37547600913938,30.445544554455445,Repub
1039,County,"Covington County, Alabama",24.258000000000006,75.664,52.93899999999999,45.806,53.692,45.708,43.405,19.303,42.747,19.901,46.81,25.588,48.425,17.135,58.382,13.378,51.772,16.0,65.899,33.555,52.937,46.768,66.969,31.668000000000006,38.804,59.242,80.013,19.478,75.941,23.205,19.242,80.313,43.843,43.919,65.75,34.148,37.438,34.54,58.216,19.939,44.451,43.255,39.965,32.368,48.274,51.635,31.711,55.39100000000001,48.274,39.184,51.042,31.793000000000006,54.913,29.055,56.457,28.67,43.75100000000001,56.25100000000001,45.646,8.873,"Covington, AL",1043.86,True,37049.0,15940.0,286.0,2387.0,13267.0,0.8323,red,35.492307397543726,14.974905897114176,83.23086574654957,68.25595984943538,Repub
1041,County,"Crenshaw County, Alabama",26.615,73.275,59.218,39.45,60.088,39.269,48.483,16.333,47.96,16.305,52.692,21.385,54.277,13.647,62.735,11.714,56.444,13.453,68.835,30.243,57.17100000000001,42.299,61.664,36.694,34.661,63.591,81.3,17.915,77.771,21.224,19.36,80.125,51.611,36.853,71.47,28.406,43.914,27.882,61.92100000000001,15.18,49.075,38.991,43.682,26.899,53.594,46.322,37.0,49.409,54.089,32.361,56.56399999999999,25.362,60.133,23.824,61.49,23.028,50.223,49.777,51.195,7.2570000000000014,"Crenshaw, AL",610.88,True,13772.0,6267.0,90.0,1664.0,4513.0,0.7201,red,22.54452592980618,26.55177916068294,72.0121270145205,45.46034785383756,Repub
1043,County,"Cullman County, Alabama",23.275,76.658,49.817,49.423,51.399,48.213,41.072,21.329,39.923,22.375,43.00100000000001,31.813,45.006,20.162,55.091,15.665,49.22,17.736,62.32100000000001,37.413,51.268,48.717,69.457,29.31,41.411,57.015,77.574,22.366,75.542,23.786,20.024,79.54899999999998,41.511,46.708,62.26600000000001,37.689,31.904,41.353,49.25899999999999,26.009,41.43899999999999,44.99800000000001,34.992,35.246,41.965,58.114,29.094,60.272,45.32899999999999,44.629,47.242,38.163,51.12300000000001,36.984,52.702,35.085,40.474,59.526,42.578,9.703,"Cullman, AL",754.82,True,83768.0,37873.0,1086.0,3798.0,32989.0,0.871,red,110.9774515778596,10.028252316954031,87.10426953238455,77.07601721543051,Repub
1045,County,"Dale County, Alabama",26.097,73.821,56.538,41.157,56.553,42.746,46.691,17.802,45.237,18.453,49.879,23.381,50.932,15.259,61.043,12.591,54.605,14.886,66.982,32.183,55.301,44.731,65.04899999999999,33.546,38.31,60.167,81.366,18.121,77.686,21.452,19.694000000000006,79.68,46.14100000000001,42.478,68.03399999999999,31.767,39.893,32.205,59.62300000000001,18.154,46.494,42.121,39.552,31.072,50.468,49.463,34.697,52.905,51.18899999999999,36.492,53.867,29.339,57.155,28.273000000000003,58.448,27.772,46.84,53.16,49.35,7.966,"Dale, AL",562.67,True,49172.0,18749.0,528.0,4413.0,13808.0,0.7365,red,87.3904775445643,23.537255320283748,73.6465944850392,50.109339164755454,Repub
1047,County,"Dallas County, Alabama",27.2,72.796,72.32600000000002,25.292,70.417,27.962,61.15,10.74,58.848,10.765,62.518,12.691,63.214,7.79,68.952,8.815,62.99800000000001,9.753,74.982,23.235,67.31,32.266,56.04600000000001,41.994,32.639,65.55199999999999,84.772,14.223,82.006,16.745,15.41,83.311,56.545,33.796,82.75,16.835,54.042,15.92,70.438,7.246,54.218,36.329,47.723,20.45,63.288,36.69300000000001,46.387,34.85,61.206,20.729,64.411,14.585,65.96,13.665,67.104,14.140999999999998,61.093,38.907,62.503,4.668,"Dallas, AL",993.37,True,37196.0,18792.0,167.0,12836.0,5789.0,0.3081,blue,37.44425541339078,68.3056619838229,30.8056619838229,37.5,Demo
1049,County,"DeKalb County, Alabama",25.906,73.94800000000002,53.13399999999999,44.854,55.944,43.505,43.883,20.009,43.38,20.532,49.29,26.108,49.036,17.496,58.903,13.97,53.084,16.344,65.358,33.375,52.969,45.843,64.646,33.144,38.914,58.929,79.538,19.351,76.095,22.611,19.72,79.824,45.496,42.591,65.987,34.086,39.386,34.225,58.752,20.575,46.54,41.256,39.326,31.302,49.199,50.67100000000001,32.812,55.36,49.554,38.261,52.325,30.641,56.63,28.794,57.674,27.939,45.765,54.236,47.04600000000001,8.939,"DeKalb, AL",778.65,True,71513.0,25826.0,799.0,3622.0,21405.0,0.8288,red,91.8422911449303,14.02462634554325,82.88159219391311,68.85696584836985,Repub
1051,County,"Elmore County, Alabama",25.895,74.042,57.13,41.545,55.746,43.601000000000006,46.804,17.593,45.073,18.414,49.103,24.019,50.67100000000001,15.58,60.423,12.697,54.29600000000001,14.818,67.344,31.89,56.06399999999999,43.912,66.138,32.528,38.238,60.43899999999999,80.425,19.235,77.492,21.766,19.749,79.623,47.726000000000006,41.554,67.809,31.959,39.159,33.221,58.695,18.804,46.851000000000006,42.045,40.259,31.138,49.664,50.295,33.986999999999995,53.6,50.832,36.672,53.754,29.28,57.288,28.067,58.523,27.524,46.368,53.632,49.035,8.058,"Elmore, AL",657.21,True,81209.0,37260.0,1183.0,8443.0,27634.0,0.7417,red,123.56628779233424,22.659688674181428,74.1653247450349,51.50563607085347,Repub
1053,County,"Escambia County, Alabama",22.832,77.112,59.128,39.019,57.45399999999999,41.344,47.89100000000001,16.935,45.835,17.467,50.389,21.881,51.054,14.031,60.93,12.603,53.49100000000001,14.862,68.60300000000001,30.115,56.13800000000001,43.684,65.67399999999999,32.666,39.201,59.227,81.061,18.261,77.08800000000002,21.883000000000006,16.324,82.76299999999998,46.2,42.784,70.768,28.807,40.396,28.506,57.457,16.087,47.472,41.774,37.929,30.062,49.993,49.994,35.012,48.567,50.351000000000006,33.598,53.62,25.875,56.563,24.532,58.551,23.384,48.379,51.622,49.035,7.561,"Escambia, AL",952.95,True,36633.0,14845.0,305.0,4605.0,9935.0,0.6692,red,38.441681095545405,31.020545638262043,66.92489053553385,35.904344897271805,Repub
1055,County,"Etowah County, Alabama",26.056,73.9,57.51600000000001,41.226000000000006,57.74100000000001,41.622,46.50100000000001,18.057,45.896,18.562,51.301,23.589,51.644,15.751,62.231,12.499,55.594,14.825,68.153,31.117,56.59,43.237,63.929,34.973,37.27,61.504,81.98700000000002,17.557000000000002,77.988,21.254,20.369,79.042,47.915,39.901,69.435,30.507,40.551,30.947,59.326,17.791,45.93899999999999,42.109,42.338,31.604,50.169,49.83,34.318000000000005,52.51600000000001,51.293,35.472,54.412,27.683000000000003,58.719,24.964,59.577,24.624,47.173,52.828,50.647,8.064,"Etowah, AL",548.75,True,102268.0,44164.0,1369.0,10442.0,32353.0,0.7326,red,186.36537585421414,23.64369169459288,73.25649850557015,49.61280681097727,Repub
1057,County,"Fayette County, Alabama",23.798,76.117,54.093,44.857,53.74800000000001,45.702,43.648,19.042,41.934,20.375,46.167,25.974,47.87600000000001,16.965,58.395,13.589,51.937,15.943,64.908,34.445,53.76600000000001,46.11600000000001,68.979,29.643,40.83,57.39,80.078,19.583,76.14699999999998,23.148000000000003,19.048,80.428,43.675,44.762,65.04899999999999,34.856,35.761,36.437,55.36600000000001,20.276,43.601000000000006,44.592,35.472,34.098,46.504,53.428,32.354,55.317,48.497,39.134,50.599,31.996,54.557,30.804,55.938,30.0,43.692,56.308,45.00899999999999,8.727,"Fayette, AL",629.34,True,16302.0,8249.0,175.0,1362.0,6712.0,0.8137,red,25.903327295261697,16.5110922536065,81.36743847739119,64.8563462237847,Repub
1059,County,"Franklin County, Alabama",25.895,73.994,55.78,43.226000000000006,56.973,42.479,44.411,18.69,42.985,19.357,47.964,25.533,49.82,16.546,60.608,13.172,54.293,15.211,66.613,32.545,54.31800000000001,45.444,65.961,32.533,38.347,59.962,80.46,18.995,76.628,22.557,20.336,79.203,46.674,41.576,67.90899999999999,32.207,38.488,34.329,57.627,19.026,46.685,41.74100000000001,39.094,31.045,49.62,50.31100000000001,34.404,54.24800000000001,51.168,37.386,53.346,30.327,57.244,29.023000000000003,58.542,28.082,45.887,54.114,47.928,8.356,"Franklin, AL",646.51,True,31362.0,12040.0,377.0,2197.0,9466.0,0.7862,red,48.50969049202642,18.24750830564784,78.62126245847176,60.37375415282392,Repub
1061,County,"Geneva County, Alabama",24.611,75.281,53.653,45.468,54.386,45.197,43.176,19.477,42.095,20.364,47.143,26.349,48.51300000000001,17.294,58.843,13.81,52.4,16.116,65.044,34.296,52.319,47.527,67.623,30.944000000000006,39.431,58.772,79.615,19.957,75.628,23.618,19.691,79.931,44.99,42.99800000000001,65.165,34.833,36.192,36.534,56.687,20.55,44.699,43.018,37.34,32.8,46.665,53.268,32.466,55.206,49.00100000000001,39.249,51.456,31.415,54.913,31.053,56.978,28.851,44.632,55.368,45.77,8.821,"Geneva, AL",578.9,True,26271.0,11758.0,239.0,1525.0,9994.0,0.85,red,45.380894800483674,12.969892838918184,84.99744854567103,72.02755570675285,Repub
1063,County,"Greene County, Alabama",26.225,73.729,72.248,25.104,68.652,29.668000000000006,62.845,9.348,60.51,9.423,64.33800000000001,11.364,66.589,6.584,70.643,7.8370000000000015,64.404,8.746,75.268,22.959,66.955,32.616,56.628,41.01300000000001,30.505,68.126,84.713,14.218,81.49,17.229,13.342,85.588,60.201,30.502,84.204,15.515999999999998,57.063,13.42,71.194,5.7010000000000005,54.412,35.459,47.727,17.624000000000006,64.563,35.418,48.524,31.459,63.819,17.405,65.571,12.679,66.436,12.502,68.789,12.019,63.01300000000001,36.987,61.511,4.249,"Greene, AL",659.93,True,8111.0,4880.0,29.0,4013.0,838.0,0.1717,blue,12.29069749821951,82.23360655737704,17.172131147540984,65.06147540983606,Demo
1065,County,"Hale County, Alabama",24.257,75.696,67.934,28.628,60.19600000000001,38.04,59.02,10.703,58.54600000000001,10.507,61.144,14.091,64.113,8.401,69.395,7.927,61.331,9.303,75.086,23.829,64.2,35.34900000000001,56.764,41.337,28.949,70.222,83.20200000000001,15.774,81.98,16.624000000000002,13.509,85.59899999999998,61.742,29.818,82.396,17.48,51.795,16.383,67.942,8.161,53.508,34.906,46.79,20.395,62.857,37.195,43.206,36.639,60.463,20.846,63.665,15.111,66.362,13.987,66.335,15.262,57.761,42.242,55.386,5.087,"Hale, AL",656.47,True,14651.0,8040.0,92.0,4775.0,3173.0,0.3947,blue,22.317851539293493,59.39054726368159,39.46517412935324,19.925373134328353,Demo
1067,County,"Henry County, Alabama",25.116,74.82300000000002,58.223,40.228,58.175,40.879,48.111,16.855999999999998,46.286,17.625999999999994,50.644,22.277,52.00100000000001,14.315,61.433,12.205,54.924,14.32,67.666,31.293000000000006,57.114,42.713,65.117,33.31,38.218,60.184,81.16,18.265,77.48899999999998,21.6,18.511,80.756,47.581,41.437,70.33800000000001,29.428,40.731,29.847,59.99800000000001,16.2,46.203,42.288,39.9,29.713,51.041,48.881,35.47,50.087,51.577,33.994,54.319,26.697,57.621,25.321,59.097,24.791,48.545,51.455,50.518,7.592,"Henry, AL",568.33,True,17205.0,8072.0,148.0,2292.0,5632.0,0.6977,red,30.27290482642127,28.39444995044599,69.77205153617443,41.37760158572844,Repub
1069,County,"Houston County, Alabama",25.961,73.987,59.162,39.265,57.885,41.277,47.129,17.503,46.559,17.848,50.018,22.979,50.83,15.201,60.077,12.438,54.146,14.745,68.041,31.028,56.168,43.542,63.845,34.709,37.221,61.233,81.31,18.048,77.753,21.286,19.26,80.041,49.86,39.751,70.538,29.258000000000006,42.497,29.536,61.596,16.301,47.112,41.96100000000001,41.542,29.891,51.608,48.295,34.551,51.37,51.298,34.63,54.764,26.293000000000006,58.11600000000001,24.29,59.215,23.918000000000006,48.462,51.539,50.43600000000001,7.875,"Houston, AL",581.65,True,105882.0,42639.0,1247.0,10664.0,30728.0,0.7207,red,182.0373076592453,25.009967400736414,72.06547995966133,47.05551255892492,Repub
